NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Trenno;35-64;Femmine;1;Single;Italia;151;154;161;163;157;153;158;149;147
Trenno;35-64;Femmine;1;Single;Perù;1;1;1;0;0;0;1;2;2
Trenno;35-64;Femmine;1;Single;Sri Lanka;0;0;0;0;0;1;1;1;1
Trenno;35-64;Femmine;2;Altre tipologie;Altri paesi;0;0;0;0;0;0;1;1;1
Trenno;35-64;Femmine;2;Altre tipologie;Italia;4;4;3;4;6;6;2;3;3
Trenno;35-64;Femmine;2;Coppia convivente senza figli;Italia;1;1;2;4;4;4;5;6;8
Trenno;35-64;Femmine;2;Coppia sposata senza figli;Italia;16;17;17;17;18;17;13;10;12
Trenno;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;1;1;0;2;2;1;1;1;3
Trenno;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;0;0;1;1;1;0;0;0;0
Trenno;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;23;17;21;22;24;26;27;28;25
Trenno;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;1;1;1;0;0;0;0;0;0
Trenno;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;1;0;0;0;0;0;0;0
Trenno;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;1;0;0;0
Trenno;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;41;47;42;44;41;39;31;33;33
Trenno;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Perù;0;0;0;1;1;1;1;0;0
Trenno;35-64;Femmine;3;Altre tipologie;Italia;1;1;2;2;1;1;1;0;0
Trenno;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;1;2;1;0;0;0;0;0;0
Trenno;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Ecuador;1;0;0;0;0;0;0;0;0
Trenno;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;3;5;4;4;6;6;8;7;6
Trenno;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;1;1;1;0;0;0;0;0;0
Trenno;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;1;1
Trenno;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Italia;3;3;4;4;5;5;4;4;6
Trenno;35-64;Femmine;3;Coppia convivente senza figli;Italia;0;0;0;0;0;1;0;0;0
Trenno;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;1;2;2;2;2;3;2;2
Trenno;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;0;1;1;1;1;1;1;1;1
Trenno;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;17;19;17;16;16;16;13;13;13
Trenno;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Perù;0;0;0;1;1;1;1;1;1
Trenno;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;1;1
Trenno;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;8;8;7;6;5;6;9;11;10
Trenno;35-64;Femmine;3;Coppia sposata senza figli;Italia;0;0;0;0;1;1;1;1;1
Trenno;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;0;0;1
Trenno;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;12;14;16;14;19;16;18;20;25
Trenno;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Filippine;0;0;0;0;0;0;0;0;1
Trenno;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;15;10;7;10;12;15;10;11;10
Trenno;35-64;Femmine;4;Altre tipologie;Italia;0;0;1;2;1;0;0;0;0
Trenno;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;1;2;1;0;0;1
Trenno;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;3;1;1;1;2;3;5;4;4
Trenno;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;1;0;0
Trenno;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Italia;0;1;0;0;0;0;0;0;1
Trenno;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;2;2;2;2;1;1;0;0;0
Trenno;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;0;1
Trenno;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;25;26;33;34;39;34;32;30;30
Trenno;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;1;1;0;0;0
Trenno;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;3;5;5;7;6;5;5;6;7
Trenno;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;1;1;3;4;4;1;1;2;2
Trenno;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;2;3;4;2;2;2;2;2;2
Trenno;35-64;Maschi;1;Single;Altri paesi;15;17;25;32;21;16;11;10;10
Trenno;35-64;Maschi;1;Single;Egitto;2;2;2;1;1;1;1;1;1
Trenno;35-64;Maschi;1;Single;Filippine;1;2;2;1;1;2;2;1;1
Trenno;35-64;Maschi;1;Single;Italia;140;143;153;163;157;157;154;162;147
Trenno;35-64;Maschi;1;Single;Sri Lanka;0;1;2;3;3;3;3;3;3
Trenno;35-64;Maschi;2;Altre tipologie;Altri paesi;0;0;0;0;0;1;1;0;1
Trenno;35-64;Maschi;2;Altre tipologie;Italia;7;10;9;10;9;7;7;12;13
Trenno;35-64;Maschi;2;Coppia convivente senza figli;Italia;2;4;4;7;6;6;5;6;8
Trenno;35-64;Maschi;2;Coppia sposata senza figli;Altri paesi;1;1;1;0;0;0;0;0;0
Trenno;35-64;Maschi;2;Coppia sposata senza figli;Filippine;1;1;1;1;1;1;1;1;1
Trenno;35-64;Maschi;2;Coppia sposata senza figli;Italia;173;174;160;153;126;111;92;94;100
Trenno;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;1;1;1;1;0;0;0
Trenno;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;11;10;7;6;4;7;5;6;7
Trenno;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;11;11;11;16;13;11;14;10;11
Trenno;35-64;Maschi;3;Altre tipologie;Altri paesi;0;0;0;0;0;0;0;1;0
Trenno;35-64;Maschi;3;Altre tipologie;Italia;1;2;1;1;1;0;1;2;2
Trenno;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;1;1;0;0;0;0;1;0;0
Trenno;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;9;11;13;13;10;12;12;15;17
Trenno;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;1;1;0;1;1;1;2;2;2
Trenno;35-64;Maschi;3;Coppia convivente senza figli;Italia;1;1;1;0;0;0;1;1;1
Trenno;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;0;0;0;1;2;2;1;1;1
Trenno;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;74;74;76;75;64;61;57;49;49
Trenno;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;145;123;108;98;91;91;92;88;82
Trenno;35-64;Maschi;3;Coppia sposata senza figli;Italia;4;3;4;4;4;2;3;1;1
Trenno;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;3;7;6;6;5;4;4;4;4
Trenno;35-64;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;2;1;1;2;3;3;3;2;3
Trenno;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;1
Trenno;35-64;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;7;6;7;8;9;11;10;9;10
Trenno;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;1;1;2;1;3;3;2;2
Trenno;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;0;1
Trenno;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;1;1;2
Trenno;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;149;130;126;118;112;115;109;97;99
Trenno;35-64;Maschi;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;1;1;1;1;1;0;0;0
Trenno;35-64;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;81;91;80;72;65;67;64;65;63
Trenno;35-64;Maschi;4;Coppia sposata senza figli;Italia;0;0;0;1;1;0;0;1;1
Trenno;35-64;Maschi;4;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;0;1;2;0;0
Trenno;35-64;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;2;1;0;0;0;0;0;0;0
Trenno;65-79;Femmine;1;Single;Altri paesi;0;0;0;0;0;1;1;3;2
Trenno;65-79;Femmine;1;Single;Italia;100;103;112;119;129;146;152;152;155
Trenno;65-79;Femmine;2;Altre tipologie;Italia;5;6;6;5;3;2;4;3;3
Trenno;65-79;Femmine;2;Coppia convivente senza figli;Italia;1;1;1;1;1;1;1;1;1
Trenno;65-79;Femmine;2;Coppia sposata senza figli;Italia;3;3;3;5;5;4;5;8;9
Trenno;65-79;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;24;27;25;22;23;24;24;21;20
Trenno;65-79;Femmine;3;Altre tipologie;Italia;0;0;0;0;0;0;1;1;1
Trenno;65-79;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;1;1;1;1;1;1;0;0;0
Trenno;65-79;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;5;4;2;3;4;5;7;7;9
Trenno;65-79;Femmine;4;Altre tipologie;Italia;0;0;0;0;0;0;0;0;0
Trenno;65-79;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;0;0;1;1;1;1;1;1;1
Trenno;65-79;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;1;1;0;1
Trenno;65-79;Maschi;1;Single;Italia;60;61;66;68;68;68;72;66;73
Trenno;65-79;Maschi;2;Altre tipologie;Italia;0;0;0;0;0;1;1;1;0
Trenno;65-79;Maschi;2;Coppia convivente senza figli;Italia;0;0;1;2;3;2;2;2;2
Trenno;65-79;Maschi;2;Coppia sposata senza figli;Italia;170;184;190;209;229;237;248;258;256
Trenno;65-79;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;10;12;9;8;8;9;11;11;10
Trenno;65-79;Maschi;3;Altre tipologie;Italia;0;0;0;0;0;0;0;0;1
Trenno;65-79;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;1;1;1;1;0;0;0;0;0
Trenno;65-79;Maschi;3;Coppia convivente senza figli;Italia;0;0;0;0;0;1;1;1;1
Trenno;65-79;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;0;0;0;0;1;1;1;0;0
Trenno;65-79;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;46;52;46;44;47;47;51;52;52
Trenno;65-79;Maschi;3;Coppia sposata senza figli;Italia;2;4;3;3;4;4;4;5;5
Trenno;65-79;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;2;1;1;1;2;1;2;1;1
Trenno;65-79;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;0;0;1;1;1;1;1;0;1
Trenno;65-79;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;9;8;9;9;9;7;12;14;14
Trenno;65-79;Maschi;4;Coppia sposata senza figli;Italia;0;0;0;0;0;1;0;0;0
Trenno;80 e +;Femmine;1;Single;Italia;71;68;70;66;72;74;68;68;75
Trenno;80 e +;Femmine;2;Altre tipologie;Italia;0;0;0;1;1;1;0;1;1
Trenno;80 e +;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;4;5;5;6;9;8;9;11;12
Trenno;80 e +;Femmine;3;Altre tipologie;Italia;0;0;0;0;0;0;0;1;0
Trenno;80 e +;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;1;1;0;1;2;2;1;1;1
Trenno;80 e +;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;0;0;0;0;0;1;1
Trenno;80 e +;Maschi;1;Single;Italia;13;14;14;18;22;22;28;31;34
Trenno;80 e +;Maschi;2;Altre tipologie;Italia;1;0;0;0;0;0;0;0;0
Trenno;80 e +;Maschi;2;Coppia sposata senza figli;Italia;24;29;32;37;43;41;44;54;59
Trenno;80 e +;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;5;5;5;8;7;7;4;7;6
Trenno;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;4;6;9;9;8;7;6;5;8
Trenno;80 e +;Maschi;3;Coppia sposata senza figli;Italia;0;0;0;0;1;0;1;1;1
Trenno;80 e +;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;0;0;0;0;0;0;0;1;1
Trenno;80 e +;Maschi;4;Coppia sposata senza figli;Italia;0;0;1;1;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;1;Single;Altri paesi;9;5;11;9;10;10;7;10;8
Triulzo Superiore;18-34;Femmine;1;Single;Cina;0;0;0;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;1;Single;Ecuador;3;3;1;1;0;0;1;1;0
Triulzo Superiore;18-34;Femmine;1;Single;Egitto;0;0;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Femmine;1;Single;Filippine;0;1;0;2;2;3;3;3;1
Triulzo Superiore;18-34;Femmine;1;Single;Italia;9;9;11;10;8;8;7;8;8
Triulzo Superiore;18-34;Femmine;1;Single;Perù;7;6;6;4;3;8;7;6;6
Triulzo Superiore;18-34;Femmine;1;Single;Sri Lanka;3;2;3;3;3;4;3;5;5
Triulzo Superiore;18-34;Femmine;2;Altre tipologie;Altri paesi;0;0;0;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;2;Altre tipologie;Ecuador;0;0;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Femmine;2;Altre tipologie;Italia;0;1;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;2;Coppia convivente senza figli;Altri paesi;0;0;0;1;1;1;1;1;1
Triulzo Superiore;18-34;Femmine;2;Coppia convivente senza figli;Filippine;0;0;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Femmine;2;Coppia convivente senza figli;Perù;0;0;0;0;1;1;0;0;0
Triulzo Superiore;18-34;Femmine;2;Coppia convivente senza figli;Sri Lanka;0;0;0;0;0;1;0;0;0
Triulzo Superiore;18-34;Femmine;2;Coppia sposata senza figli;Altri paesi;1;1;0;1;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;2;Coppia sposata senza figli;Filippine;0;0;0;0;0;1;0;0;0
Triulzo Superiore;18-34;Femmine;2;Coppia sposata senza figli;Italia;0;1;0;1;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;2;Coppia sposata senza figli;Perù;0;0;0;0;0;0;0;1;0
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;1;1;5;1;3;4;7;8;3
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;2;1;0;0;0;0;1;0;0
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;0;0;1;2;1;2;0;0;0
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;0;2;5;4;4;5;4;6;3
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;0;1;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;1;0;1;1;0;1
Triulzo Superiore;18-34;Femmine;3;Altre tipologie;Altri paesi;0;0;0;0;0;0;0;1;0
Triulzo Superiore;18-34;Femmine;3;Altre tipologie;Italia;1;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;1;0
Triulzo Superiore;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Ecuador;0;1;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;0;0;0;0;1;2;1;0;0
Triulzo Superiore;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;0;0;1;1;1;1;2;2;1
Triulzo Superiore;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;0;0;0;1;1;2;4;2;1
Triulzo Superiore;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;0;0;0;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;0;0;1;0;1;1;1;1;0
Triulzo Superiore;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;1;1;1;1
Triulzo Superiore;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Ecuador;1;0;0;0;0;0;0;1;0
Triulzo Superiore;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;1;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Ecuador;0;0;0;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;0;0;1;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;0;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;0;0;1;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;0;0;1;1;1;1;0;0;0
Triulzo Superiore;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;1;0;0;0;0;0;0;0;1
Triulzo Superiore;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;0;1;1;1;0;0;0;0
Triulzo Superiore;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;1;Single;Altri paesi;25;24;27;24;26;29;30;33;31
Triulzo Superiore;18-34;Maschi;1;Single;Cina;1;1;2;1;1;1;0;0;0
Triulzo Superiore;18-34;Maschi;1;Single;Ecuador;4;2;2;1;2;2;2;3;2
Triulzo Superiore;18-34;Maschi;1;Single;Egitto;46;38;35;52;60;62;59;52;45
Triulzo Superiore;18-34;Maschi;1;Single;Filippine;1;1;2;1;0;2;4;2;1
Triulzo Superiore;18-34;Maschi;1;Single;Italia;21;23;18;19;19;24;21;17;18
Triulzo Superiore;18-34;Maschi;1;Single;Perù;5;6;2;4;4;3;2;2;1
Triulzo Superiore;18-34;Maschi;1;Single;Sri Lanka;8;8;8;7;8;9;10;6;6
Triulzo Superiore;18-34;Maschi;2;Altre tipologie;Egitto;2;2;4;2;0;2;1;3;1
Triulzo Superiore;18-34;Maschi;2;Altre tipologie;Italia;0;0;0;0;0;3;3;3;2
Triulzo Superiore;18-34;Maschi;2;Altre tipologie;Sri Lanka;0;0;2;2;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;2;Coppia convivente senza figli;Altri paesi;0;0;0;2;0;1;1;3;3
Triulzo Superiore;18-34;Maschi;2;Coppia convivente senza figli;Egitto;0;0;0;0;0;2;0;0;2
Triulzo Superiore;18-34;Maschi;2;Coppia convivente senza figli;Italia;6;3;2;3;2;0;2;2;3
Triulzo Superiore;18-34;Maschi;2;Coppia convivente senza figli;Sri Lanka;0;0;0;2;0;0;1;1;0
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Altri paesi;0;0;0;0;0;1;3;1;1
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Ecuador;0;2;0;0;1;2;1;0;0
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Egitto;0;0;0;0;0;0;1;0;0
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Italia;0;0;5;2;2;2;2;2;0
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Perù;2;0;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;2;Coppia sposata senza figli;Sri Lanka;0;0;0;0;0;2;2;1;2
Triulzo Superiore;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;2;2;4;1;1;3;1;0;1
Triulzo Superiore;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Ecuador;2;2;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;1;2;1;0;0
Triulzo Superiore;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;0;0;2;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;2;Monogenitore con figli tutti maggiorenni;Sri Lanka;0;2;0;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;3;Altre tipologie;Sri Lanka;0;0;0;0;0;0;1;1;1
Triulzo Superiore;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;1;1;1;1;2
Triulzo Superiore;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;1;0;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;1;3;2;3;3;4;2;1;1
Triulzo Superiore;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;0;0;3;2;2;2;1;0;1
Triulzo Superiore;18-34;Maschi;3;Coppia convivente senza figli;Egitto;0;0;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;0;0;0;0;0;0;2;1
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;1;1;3;2;2;2;1;0;0
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;1;1;0;0;0;1;1
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;0;0;0;0;1;1;0;0;1
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;3;2;2;0;1;1;0;0;1
Triulzo Superiore;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;0;0;0;0;0;2;3;3
Triulzo Superiore;18-34;Maschi;3;Coppia sposata senza figli;Sri Lanka;0;0;1;1;1;0;0;0;0
Triulzo Superiore;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;0;0;0;1;1;0;0;0;0
Triulzo Superiore;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;1;0;0
Triulzo Superiore;18-34;Maschi;4;Altre tipologie;Italia;0;1;1;1;2;2;2;1;1
Triulzo Superiore;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;0;0;0;0;0;0;1;1;1
Triulzo Superiore;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;1;0;0;0;0;0
Triulzo Superiore;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;2;2;0;0;0;0;0;1;1
Triulzo Superiore;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Perù;0;0;0;0;0;0;1;0;0
Triulzo Superiore;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;1;1;1
Triulzo Superiore;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;1;1;1;4;1;0;2;2;0
Triulzo Superiore;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;0;0;0;1;0;2;1
Triulzo Superiore;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;1;0;0;0;1;1;1;1;0
Triulzo Superiore;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;2;0;0;2;1;1;1;0;0
Triulzo Superiore;35-64;Femmine;1;Single;Altri paesi;11;13;13;17;24;27;26;24;28
Triulzo Superiore;35-64;Femmine;1;Single;Ecuador;5;6;5;5;6;8;8;6;8
Triulzo Superiore;35-64;Femmine;1;Single;Filippine;1;0;4;6;10;13;12;16;13
Triulzo Superiore;35-64;Femmine;1;Single;Italia;45;40;40;37;40;41;36;35;38
Triulzo Superiore;35-64;Femmine;1;Single;Perù;4;4;7;9;11;12;10;8;8
Triulzo Superiore;35-64;Femmine;1;Single;Sri Lanka;3;3;4;5;6;7;8;8;11
Triulzo Superiore;35-64;Femmine;2;Altre tipologie;Filippine;0;1;1;1;1;0;1;0;2
Triulzo Superiore;35-64;Femmine;2;Altre tipologie;Italia;0;1;2;1;1;1;1;1;1
Triulzo Superiore;35-64;Femmine;2;Altre tipologie;Perù;1;0;0;0;0;0;0;0;0
Triulzo Superiore;35-64;Femmine;2;Altre tipologie;Sri Lanka;0;0;1;0;0;0;1;2;2
Triulzo Superiore;35-64;Femmine;2;Coppia convivente senza figli;Ecuador;0;0;0;0;0;0;0;1;1
Triulzo Superiore;35-64;Femmine;2;Coppia convivente senza figli;Filippine;1;0;0;0;0;0;1;0;2
Triulzo Superiore;35-64;Femmine;2;Coppia convivente senza figli;Italia;1;1;2;1;0;0;1;0;0
Triulzo Superiore;35-64;Femmine;2;Coppia convivente senza figli;Sri Lanka;1;1;1;0;0;0;1;1;1
Triulzo Superiore;35-64;Femmine;2;Coppia sposata senza figli;Altri paesi;2;3;3;4;3;2;1;1;0
Triulzo Superiore;35-64;Femmine;2;Coppia sposata senza figli;Filippine;0;0;0;0;1;1;2;1;1
Triulzo Superiore;35-64;Femmine;2;Coppia sposata senza figli;Italia;4;4;0;0;1;1;1;6;8
Triulzo Superiore;35-64;Femmine;2;Coppia sposata senza figli;Perù;0;0;0;1;1;2;0;0;0
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;1;1;1;2;5;5;5;4;7
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;2;3;5;4;5;2;3;2;1
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;1;1;1;1;1;1;1;0;0
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;3;3;2;1;1;1;2;1;1
Triulzo Superiore;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;2;4;6;5;5;4;3;3;6
